sentence_id	sentence	label_id	definition
8987	Beds planted <head>with</head> summer filling of tiger lilies , carnations , sweet peas , poppies , marigolds , gentians and fuchsias .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8988	Heavy fighting had scattered the desert <head>with</head> damaged tanks , twisted wrecks that once were jeeps and burned-out trucks stuck head-first in deep sand drifts .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8989	First look out for the spoor on prominent areas of the banks , scatter the area <head>with</head> pieces of sliced apple and then sit and wait .	171	indicating the means or material used to perform an action or acting as the complement of similar participle adjectives (e.g., crammed with, coated with, covered with)
8990	Caramel silk dupion dress <head>with</head> embroidered ribbon bows by Phillipa Lepley ( Brown Bow ,850 ) , earrings by Elizabeth Edema ( 2 )	176	expressing a possessive relationship (e.g., the man with the hat)
8991	Lemon silk poult dress <head>with</head> pearl beaded detail on bodice by Margaret Curran ( Lemon , 00 ) , earrings Butler and Wilson ( 2 )	176	expressing a possessive relationship (e.g., the man with the hat)
8992	Eventually she bought a maroon dress <head>with</head> a crocheted collar and a matching bolero which hid a small repaired split under the arm .	176	expressing a possessive relationship (e.g., the man with the hat)
8993	"His passion for , and expertise <head>with</head> oddballs has made his features very popular , and he is known as a thorough and punctual answerer of readers "" queries ."	177	indicating the complement of a cognitive/emotional word (whatever it is oriented toward) (e.g., angry with her)
8994	The young man began to show his expertise <head>with</head> the long whip .	177	indicating the complement of a cognitive/emotional word (whatever it is oriented toward) (e.g., angry with her)
8995	The Prophet 's lack of expertise <head>with</head> a gun saved Lomax 's life .	177	indicating the complement of a cognitive/emotional word (whatever it is oriented toward) (e.g., angry with her)
8996	"The word is going round , thanks to your expertise <head>with</head> pigs . """	177	indicating the complement of a cognitive/emotional word (whatever it is oriented toward) (e.g., angry with her)
8997	But I 've walked past so many pretty dresses and little socks <head>with</head> lacy tops , I 'd almost given up .	172	expressing a possessive relationship (e.g., the man with the hat)
8998	Cotton floral leggings <head>with</head> elasticated waist , 3.90 , XS-L from Benetton .	176	expressing a possessive relationship (e.g., the man with the hat)
8999	The short brown gym tunic <head>with</head> its blue and gold woven girdle that I wore on my first day at Elmwood was a symbol of entry into a new world of lady-like refinement and academic elitism .	176	expressing a possessive relationship (e.g., the man with the hat)
9000	He is familiar <head>with</head> the property market , having extensive property interests in Dublin with Larry Goodman .	177	indicating the complement of a cognitive/emotional word (whatever it is oriented toward) (e.g., angry with her)
